session_id,tenant,day,csat
s_acme_002508,acme-bank,4,4
s_acme_002510,acme-bank,4,3
s_acme_002521,acme-bank,4,4
s_acme_002523,acme-bank,4,4
s_acme_002536,acme-bank,4,4
s_acme_002541,acme-bank,4,1
s_acme_002598,acme-bank,4,5
s_acme_002603,acme-bank,4,3
s_acme_002606,acme-bank,4,4
s_acme_002610,acme-bank,4,3
s_acme_002613,acme-bank,4,5
s_acme_002614,acme-bank,4,2
s_acme_002643,acme-bank,4,4
s_acme_002644,acme-bank,4,4
s_acme_002647,acme-bank,4,3
s_acme_002652,acme-bank,4,4
s_acme_002658,acme-bank,4,3
s_acme_002671,acme-bank,4,2
s_acme_002694,acme-bank,4,4
s_acme_002695,acme-bank,4,4
s_acme_002716,acme-bank,4,5
s_acme_002725,acme-bank,4,4
s_acme_002793,acme-bank,5,4
s_acme_002797,acme-bank,5,3
s_acme_002818,acme-bank,5,4
s_acme_002872,acme-bank,5,5
s_acme_002874,acme-bank,5,4
s_acme_002885,acme-bank,5,2
s_acme_002887,acme-bank,5,2
s_acme_002913,acme-bank,5,4
s_acme_002915,acme-bank,5,3
s_acme_002924,acme-bank,5,5
s_acme_002953,acme-bank,5,2
s_acme_002956,acme-bank,5,5
s_acme_002983,acme-bank,5,4
s_acme_002986,acme-bank,5,5
s_acme_003005,acme-bank,5,4
s_acme_003037,acme-bank,5,5
s_acme_003038,acme-bank,5,4
s_acme_003047,acme-bank,5,4
s_acme_003064,acme-bank,5,4
s_acme_003068,acme-bank,5,4
s_acme_003075,acme-bank,5,3
s_acme_003077,acme-bank,5,2
s_acme_003078,acme-bank,5,5
s_acme_003127,acme-bank,6,3
s_acme_003132,acme-bank,6,3
s_acme_003136,acme-bank,6,4
s_acme_003157,acme-bank,6,5
s_acme_003160,acme-bank,6,4
s_acme_003180,acme-bank,6,5
s_acme_003217,acme-bank,6,4
s_acme_003239,acme-bank,6,5
s_acme_003245,acme-bank,6,5
s_acme_003257,acme-bank,6,3
s_acme_003260,acme-bank,6,5
s_acme_003271,acme-bank,6,4
s_acme_003278,acme-bank,6,5
s_acme_003305,acme-bank,6,3
s_acme_003314,acme-bank,6,4
s_acme_003322,acme-bank,6,2
s_acme_003335,acme-bank,6,3
s_acme_003338,acme-bank,6,5
s_acme_003339,acme-bank,6,5
s_acme_003348,acme-bank,6,4
s_acme_003353,acme-bank,6,5
s_acme_003358,acme-bank,6,3
s_acme_003375,acme-bank,6,3
s_acme_003380,acme-bank,6,3
s_acme_003387,acme-bank,6,3
s_acme_003390,acme-bank,6,3
s_acme_003400,acme-bank,6,5
s_acme_003412,acme-bank,6,1
s_acme_003413,acme-bank,6,4
s_acme_003424,acme-bank,6,5
s_acme_003435,acme-bank,7,4
s_acme_003450,acme-bank,7,3
s_acme_003460,acme-bank,7,2
s_acme_003469,acme-bank,7,3
s_acme_003473,acme-bank,7,3
s_acme_003474,acme-bank,7,5
s_acme_003491,acme-bank,7,4
s_acme_003510,acme-bank,7,4
s_acme_003547,acme-bank,7,5
s_acme_003576,acme-bank,7,3
s_acme_003579,acme-bank,7,3
s_acme_003584,acme-bank,7,2
s_acme_003589,acme-bank,7,4
s_acme_003602,acme-bank,7,5
s_acme_003604,acme-bank,7,4
s_acme_003607,acme-bank,7,4
s_acme_003609,acme-bank,7,4
s_acme_003617,acme-bank,7,3
s_acme_003618,acme-bank,7,4
s_acme_003625,acme-bank,7,5
s_acme_003628,acme-bank,7,4
s_acme_003645,acme-bank,7,2
s_acme_003664,acme-bank,7,4
s_acme_003669,acme-bank,7,3
s_acme_003675,acme-bank,7,4
s_acme_003699,acme-bank,7,3
s_acme_003702,acme-bank,7,5
s_acme_003727,acme-bank,7,4
s_acme_003731,acme-bank,7,4
s_acme_003732,acme-bank,7,4
s_acme_003735,acme-bank,7,4
s_acme_003764,acme-bank,7,5
s_acme_003765,acme-bank,7,5
s_acme_003790,acme-bank,7,4
s_acme_003808,acme-bank,7,4
s_acme_003816,acme-bank,7,5
s_acme_003817,acme-bank,7,5
s_acme_003822,acme-bank,7,4
s_acme_003836,acme-bank,7,3
s_acme_003854,acme-bank,7,4
s_acme_003857,acme-bank,7,1
s_acme_003859,acme-bank,7,4
s_acme_003877,acme-bank,7,5
s_acme_003908,acme-bank,7,4
s_acme_003913,acme-bank,7,4
s_acme_003925,acme-bank,7,5
s_acme_003940,acme-bank,7,4
s_acme_003948,acme-bank,7,5
s_acme_003955,acme-bank,7,4
s_acme_003971,acme-bank,7,3
s_acme_003975,acme-bank,7,5
s_acme_003986,acme-bank,7,4
s_acme_003997,acme-bank,8,5
s_acme_004034,acme-bank,8,5
s_acme_004044,acme-bank,8,3
s_acme_004046,acme-bank,8,3
s_acme_004052,acme-bank,8,2
s_acme_004067,acme-bank,8,5
s_acme_004068,acme-bank,8,4
s_acme_004077,acme-bank,8,5
s_acme_004080,acme-bank,8,5
s_acme_004127,acme-bank,8,3
s_acme_004134,acme-bank,8,3
s_acme_004135,acme-bank,8,5
s_acme_004153,acme-bank,8,5
s_acme_004157,acme-bank,8,2
s_acme_004165,acme-bank,8,5
s_acme_004168,acme-bank,8,2
s_acme_004169,acme-bank,8,4
s_acme_004171,acme-bank,8,2
s_acme_004188,acme-bank,8,5
s_acme_004202,acme-bank,8,3
s_acme_004209,acme-bank,8,5
s_acme_004229,acme-bank,8,2
s_acme_004230,acme-bank,8,3
s_acme_004243,acme-bank,8,5
s_acme_004272,acme-bank,8,5
s_acme_004276,acme-bank,8,4
s_acme_004289,acme-bank,8,3
s_acme_004303,acme-bank,8,5
s_acme_004304,acme-bank,8,2
s_acme_004305,acme-bank,8,4
s_acme_004308,acme-bank,8,4
s_acme_004317,acme-bank,8,4
s_acme_004319,acme-bank,8,5
s_acme_004328,acme-bank,8,3
s_acme_004350,acme-bank,8,4
s_acme_004369,acme-bank,8,5
s_acme_004373,acme-bank,8,5
s_acme_004378,acme-bank,8,4
s_acme_004384,acme-bank,8,4
s_acme_004388,acme-bank,8,2
s_acme_004393,acme-bank,8,4
s_acme_004406,acme-bank,8,4
s_acme_004416,acme-bank,8,3
s_acme_004417,acme-bank,8,5
s_acme_004421,acme-bank,8,4
s_acme_004442,acme-bank,8,5
s_acme_004445,acme-bank,8,3
s_acme_004447,acme-bank,8,3
s_acme_004456,acme-bank,8,3
s_acme_004467,acme-bank,8,4
s_acme_004472,acme-bank,8,3
s_acme_004476,acme-bank,8,4
s_acme_004485,acme-bank,8,5
s_acme_004493,acme-bank,8,5
s_acme_004506,acme-bank,8,4
s_acme_004511,acme-bank,8,2
s_acme_004513,acme-bank,8,3
s_acme_004526,acme-bank,8,3
s_acme_004538,acme-bank,8,3
s_acme_004556,acme-bank,8,5
s_acme_004576,acme-bank,8,4
s_acme_004580,acme-bank,8,4
s_acme_004583,acme-bank,8,2
s_acme_004599,acme-bank,8,5
s_acme_004625,acme-bank,8,3
s_acme_004653,acme-bank,9,2
s_acme_004663,acme-bank,9,4
s_acme_004671,acme-bank,9,5
s_acme_004675,acme-bank,9,4
s_acme_004685,acme-bank,9,5
s_acme_004693,acme-bank,9,3
s_acme_004698,acme-bank,9,5
s_acme_004705,acme-bank,9,5
s_acme_004710,acme-bank,9,3
s_acme_004719,acme-bank,9,5
s_acme_004728,acme-bank,9,5
s_acme_004731,acme-bank,9,5
s_acme_004736,acme-bank,9,5
s_acme_004743,acme-bank,9,3
s_acme_004745,acme-bank,9,4
s_acme_004754,acme-bank,9,4
s_acme_004760,acme-bank,9,3
s_acme_004766,acme-bank,9,5
s_acme_004782,acme-bank,9,5
s_acme_004786,acme-bank,9,2
s_acme_004789,acme-bank,9,4
s_acme_004791,acme-bank,9,5
s_acme_004792,acme-bank,9,4
s_acme_004851,acme-bank,9,4
s_acme_004859,acme-bank,9,5
s_acme_004868,acme-bank,9,2
s_acme_004873,acme-bank,9,5
s_acme_004886,acme-bank,9,3
s_acme_004903,acme-bank,9,3
s_acme_004926,acme-bank,9,5
s_acme_004943,acme-bank,9,3
s_acme_004959,acme-bank,9,5
s_acme_004965,acme-bank,9,3
s_acme_004976,acme-bank,9,5
s_acme_004986,acme-bank,9,5
s_acme_005006,acme-bank,9,4
s_acme_005028,acme-bank,9,4
s_acme_005044,acme-bank,9,3
s_acme_005064,acme-bank,9,3
s_acme_005075,acme-bank,9,3
s_acme_005080,acme-bank,9,2
s_acme_005092,acme-bank,9,5
s_acme_005107,acme-bank,9,3
s_acme_005113,acme-bank,9,5
s_acme_005160,acme-bank,9,4
s_acme_005180,acme-bank,9,5
s_acme_005191,acme-bank,9,4
s_acme_005204,acme-bank,9,5
s_acme_005217,acme-bank,9,4
s_acme_005229,acme-bank,9,3
s_acme_005257,acme-bank,9,5
s_acme_005260,acme-bank,9,4
s_acme_005262,acme-bank,9,5
s_acme_005284,acme-bank,10,3
s_acme_005287,acme-bank,10,3
s_acme_005291,acme-bank,10,1
s_acme_005295,acme-bank,10,5
s_acme_005308,acme-bank,10,4
s_acme_005318,acme-bank,10,5
s_acme_005322,acme-bank,10,2
s_acme_005338,acme-bank,10,4
s_acme_005339,acme-bank,10,3
s_acme_005340,acme-bank,10,4
s_acme_005349,acme-bank,10,4
s_acme_005355,acme-bank,10,4
s_acme_005392,acme-bank,10,4
s_acme_005395,acme-bank,10,4
s_acme_005403,acme-bank,10,4
s_acme_005423,acme-bank,10,5
s_acme_005439,acme-bank,10,4
s_acme_005458,acme-bank,10,5
s_acme_005463,acme-bank,10,3
s_acme_005464,acme-bank,10,3
s_acme_005465,acme-bank,10,4
s_acme_005470,acme-bank,10,4
s_acme_005493,acme-bank,10,5
s_acme_005499,acme-bank,10,4
s_acme_005511,acme-bank,10,3
s_acme_005534,acme-bank,10,5
s_acme_005542,acme-bank,10,2
s_acme_005546,acme-bank,10,4
s_acme_005548,acme-bank,10,3
s_acme_005559,acme-bank,10,3
s_acme_005575,acme-bank,10,4
s_acme_005583,acme-bank,10,4
s_acme_005597,acme-bank,10,5
s_acme_005616,acme-bank,10,4
s_acme_005622,acme-bank,10,3
s_acme_005637,acme-bank,10,5
s_acme_005650,acme-bank,10,4
s_acme_005664,acme-bank,10,4
s_acme_005674,acme-bank,10,5
s_acme_005689,acme-bank,10,2
s_acme_005706,acme-bank,10,4
s_acme_005708,acme-bank,10,2
s_acme_005712,acme-bank,10,4
s_acme_005715,acme-bank,10,2
s_acme_005717,acme-bank,10,4
s_acme_005719,acme-bank,10,4
s_acme_005752,acme-bank,10,4
s_acme_005757,acme-bank,10,2
s_acme_005758,acme-bank,10,3
s_acme_005768,acme-bank,10,3
s_acme_005801,acme-bank,10,4
s_acme_005805,acme-bank,10,4
s_acme_005808,acme-bank,10,4
s_acme_005814,acme-bank,10,4
s_acme_005823,acme-bank,10,3
s_acme_005824,acme-bank,10,3
s_acme_005827,acme-bank,10,5
s_acme_005828,acme-bank,10,5
s_acme_005830,acme-bank,10,3
s_acme_005844,acme-bank,10,3
s_acme_005857,acme-bank,10,5
s_acme_005860,acme-bank,11,3
s_acme_005866,acme-bank,11,3
s_acme_005867,acme-bank,11,3
s_acme_005874,acme-bank,11,5
s_acme_005899,acme-bank,11,4
s_acme_005905,acme-bank,11,4
s_acme_005930,acme-bank,11,4
s_acme_005938,acme-bank,11,4
s_acme_005946,acme-bank,11,3
s_acme_005962,acme-bank,11,5
s_acme_005966,acme-bank,11,5
s_acme_005969,acme-bank,11,3
s_acme_005976,acme-bank,11,5
s_acme_006007,acme-bank,11,5
s_acme_006025,acme-bank,11,5
s_acme_006046,acme-bank,11,5
s_acme_006075,acme-bank,11,5
s_acme_006107,acme-bank,11,3
s_acme_006109,acme-bank,11,3
s_acme_006115,acme-bank,11,5
s_acme_006116,acme-bank,11,2
s_acme_006124,acme-bank,11,5
s_acme_006155,acme-bank,11,4
s_acme_006165,acme-bank,11,5
s_acme_006171,acme-bank,11,3
s_acme_006173,acme-bank,11,4
s_acme_006188,acme-bank,11,5
s_acme_006198,acme-bank,11,2
s_acme_006205,acme-bank,11,5
s_acme_006206,acme-bank,11,4
s_acme_006207,acme-bank,11,4
s_acme_006214,acme-bank,11,4
s_acme_006225,acme-bank,11,5
s_acme_006228,acme-bank,11,4
s_acme_006242,acme-bank,11,4
s_acme_006253,acme-bank,11,4
s_acme_006262,acme-bank,11,5
s_acme_006271,acme-bank,11,2
s_acme_006274,acme-bank,11,4
s_acme_006311,acme-bank,11,3
s_acme_006316,acme-bank,11,4
s_acme_006321,acme-bank,11,5
s_acme_006352,acme-bank,11,4
s_acme_006357,acme-bank,11,4
s_acme_006362,acme-bank,11,3
s_acme_006375,acme-bank,11,4
s_acme_006379,acme-bank,11,5
s_acme_006386,acme-bank,11,5
s_acme_006399,acme-bank,11,5
s_acme_006413,acme-bank,11,4
s_acme_006424,acme-bank,11,5
s_acme_006446,acme-bank,12,3
s_acme_006473,acme-bank,12,4
s_acme_006498,acme-bank,12,4
s_acme_006506,acme-bank,12,5
s_acme_006514,acme-bank,12,3
s_acme_006522,acme-bank,12,3
s_acme_006525,acme-bank,12,3
s_acme_006536,acme-bank,12,5
s_acme_006543,acme-bank,12,4
s_acme_006549,acme-bank,12,3
s_acme_006550,acme-bank,12,5
s_acme_006566,acme-bank,12,5
s_acme_006569,acme-bank,12,3
s_acme_006583,acme-bank,12,5
s_acme_006599,acme-bank,12,5
s_acme_006609,acme-bank,12,3
s_acme_006633,acme-bank,12,4
s_acme_006643,acme-bank,12,4
s_acme_006647,acme-bank,12,3
s_acme_006664,acme-bank,12,3
s_acme_006672,acme-bank,12,4
s_acme_006676,acme-bank,12,4
s_acme_006678,acme-bank,12,4
s_acme_006682,acme-bank,12,5
s_acme_006683,acme-bank,12,3
s_acme_006687,acme-bank,12,4
s_acme_006698,acme-bank,12,2
s_acme_006712,acme-bank,12,4
s_acme_006715,acme-bank,12,1
s_acme_006721,acme-bank,12,5
s_acme_006723,acme-bank,12,4
s_acme_006728,acme-bank,12,4
s_acme_006748,acme-bank,12,1
s_acme_006770,acme-bank,12,4
s_acme_006787,acme-bank,13,4
s_acme_006798,acme-bank,13,4
s_acme_006811,acme-bank,13,5
s_acme_006837,acme-bank,13,3
s_acme_006869,acme-bank,13,4
s_acme_006873,acme-bank,13,4
s_acme_006887,acme-bank,13,4
s_acme_006937,acme-bank,13,5
s_acme_006946,acme-bank,13,5
s_acme_006952,acme-bank,13,3
s_acme_006959,acme-bank,13,4
s_acme_006963,acme-bank,13,4
s_acme_006967,acme-bank,13,2
s_acme_006977,acme-bank,13,3
s_acme_006980,acme-bank,13,2
s_acme_006982,acme-bank,13,5
s_acme_006989,acme-bank,13,3
s_acme_007006,acme-bank,13,3
s_acme_007010,acme-bank,13,5
s_acme_007017,acme-bank,13,3
s_acme_007020,acme-bank,13,5
s_acme_007023,acme-bank,13,5
s_acme_007025,acme-bank,13,5
s_acme_007045,acme-bank,13,5
s_acme_007056,acme-bank,13,4
s_acme_007061,acme-bank,14,4
s_acme_007066,acme-bank,14,4
s_acme_007073,acme-bank,14,1
s_acme_007085,acme-bank,14,5
s_acme_007094,acme-bank,14,4
s_acme_007110,acme-bank,14,4
s_acme_007142,acme-bank,14,4
s_acme_007145,acme-bank,14,5
s_acme_007157,acme-bank,14,5
s_acme_007162,acme-bank,14,4
s_acme_007172,acme-bank,14,2
s_acme_007178,acme-bank,14,5
s_acme_007179,acme-bank,14,2
s_acme_007214,acme-bank,14,4
s_acme_007215,acme-bank,14,4
s_acme_007224,acme-bank,14,3
s_acme_007263,acme-bank,14,4
s_acme_007265,acme-bank,14,3
s_acme_007267,acme-bank,14,3
s_acme_007271,acme-bank,14,4
s_acme_007274,acme-bank,14,4
s_acme_007280,acme-bank,14,4
s_acme_007283,acme-bank,14,5
s_acme_007307,acme-bank,14,5
s_acme_007322,acme-bank,14,4
s_acme_007323,acme-bank,14,4
s_acme_007329,acme-bank,14,3
s_acme_007336,acme-bank,14,5
s_acme_007349,acme-bank,14,3
s_acme_007356,acme-bank,14,4
s_acme_007364,acme-bank,14,5
s_acme_007367,acme-bank,14,2
s_acme_007393,acme-bank,14,3
s_acme_007405,acme-bank,14,4
s_acme_007412,acme-bank,14,4
s_acme_007424,acme-bank,14,5
s_acme_007425,acme-bank,14,3
s_acme_007463,acme-bank,14,4
s_acme_007464,acme-bank,14,3
s_acme_007468,acme-bank,14,3
s_acme_007485,acme-bank,14,4
s_acme_007490,acme-bank,14,2
s_acme_007503,acme-bank,14,3
s_acme_007520,acme-bank,14,4
s_acme_007537,acme-bank,14,4
s_acme_007543,acme-bank,14,5
s_acme_007549,acme-bank,14,4
s_acme_007565,acme-bank,14,2
s_acme_007576,acme-bank,14,5
s_acme_007577,acme-bank,14,4
s_acme_007583,acme-bank,14,5
s_acme_007607,acme-bank,14,5
s_acme_007612,acme-bank,14,4
s_acme_007613,acme-bank,14,3
s_acme_007617,acme-bank,14,4
s_acme_007622,acme-bank,14,5
s_acme_007632,acme-bank,14,4
s_acme_007635,acme-bank,14,5
s_acme_007644,acme-bank,14,4
s_acme_007647,acme-bank,14,4
s_acme_007651,acme-bank,14,4
s_acme_007656,acme-bank,14,4
s_acme_007684,acme-bank,15,3
s_acme_007695,acme-bank,15,5
s_acme_007702,acme-bank,15,4
s_acme_007705,acme-bank,15,2
s_acme_007708,acme-bank,15,2
s_acme_007741,acme-bank,15,4
s_acme_007746,acme-bank,15,5
s_acme_007762,acme-bank,15,5
s_acme_007788,acme-bank,15,2
s_acme_007794,acme-bank,15,3
s_acme_007796,acme-bank,15,5
s_acme_007840,acme-bank,15,4
s_acme_007845,acme-bank,15,5
s_acme_007856,acme-bank,15,3
s_acme_007862,acme-bank,15,5
s_acme_007864,acme-bank,15,5
s_acme_007889,acme-bank,15,4
s_acme_007898,acme-bank,15,4
s_acme_007910,acme-bank,15,5
s_acme_007919,acme-bank,15,2
s_acme_007927,acme-bank,15,4
s_acme_007936,acme-bank,15,4
s_acme_007957,acme-bank,15,3
s_acme_007971,acme-bank,15,4
s_acme_007975,acme-bank,15,4
s_acme_007988,acme-bank,15,5
s_acme_008004,acme-bank,15,3
s_acme_008018,acme-bank,15,5
s_acme_008019,acme-bank,15,3
s_acme_008024,acme-bank,15,5
s_acme_008036,acme-bank,15,4
s_acme_008065,acme-bank,15,4
s_acme_008076,acme-bank,15,4
s_acme_008090,acme-bank,15,4
s_acme_008091,acme-bank,15,4
s_acme_008093,acme-bank,15,4
s_acme_008130,acme-bank,15,4
s_acme_008134,acme-bank,15,4
s_acme_008137,acme-bank,15,5
s_acme_008147,acme-bank,15,4
s_acme_008148,acme-bank,15,5
s_acme_008181,acme-bank,15,2
s_acme_008185,acme-bank,15,3
s_acme_008190,acme-bank,15,3
s_acme_008194,acme-bank,15,3
s_acme_008211,acme-bank,15,3
s_acme_008215,acme-bank,15,5
s_acme_008237,acme-bank,15,5
s_acme_008250,acme-bank,15,2
s_acme_008253,acme-bank,15,4
s_acme_008257,acme-bank,15,4
s_acme_008269,acme-bank,15,4
s_acme_008284,acme-bank,15,4
s_acme_008296,acme-bank,15,4
s_acme_008306,acme-bank,15,4
s_acme_008312,acme-bank,15,5
s_acme_008316,acme-bank,15,4
s_acme_008328,acme-bank,15,5
s_acme_008346,acme-bank,15,3
s_acme_008361,acme-bank,16,4
s_acme_008376,acme-bank,16,4
s_acme_008392,acme-bank,16,4
s_acme_008395,acme-bank,16,4
s_acme_008397,acme-bank,16,1
s_acme_008408,acme-bank,16,5
s_acme_008412,acme-bank,16,4
s_acme_008423,acme-bank,16,5
s_acme_008445,acme-bank,16,4
s_acme_008452,acme-bank,16,5
s_acme_008454,acme-bank,16,2
s_acme_008460,acme-bank,16,3
s_acme_008471,acme-bank,16,5
s_acme_008474,acme-bank,16,3
s_acme_008483,acme-bank,16,4
s_acme_008509,acme-bank,16,4
s_acme_008535,acme-bank,16,3
s_acme_008545,acme-bank,16,3
s_acme_008550,acme-bank,16,3
s_acme_008558,acme-bank,16,4
s_acme_008561,acme-bank,16,4
s_acme_008591,acme-bank,16,3
s_acme_008595,acme-bank,16,5
s_acme_008610,acme-bank,16,4
s_acme_008612,acme-bank,16,3
s_acme_008614,acme-bank,16,5
s_acme_008632,acme-bank,16,4
s_acme_008634,acme-bank,16,5
